@relation superrstore

@attribute 'Row ID' numeric
@attribute 'Order ID' {CA-2016-152156,CA-2016-138688,US-2015-108966,CA-2014-115812,CA-2017-114412,CA-2016-161389,US-2015-118983,CA-2014-105893,CA-2014-167164,CA-2014-143336,CA-2016-137330,US-2017-156909,CA-2015-106320,CA-2016-121755,US-2015-150630,CA-2017-107727,CA-2016-117590,CA-2015-117415,CA-2017-120999,CA-2016-101343,CA-2017-139619,CA-2016-118255,CA-2014-146703,CA-2016-169194,CA-2015-115742,CA-2016-105816,CA-2016-111682,CA-2015-135545,US-2015-164175,CA-2014-106376,CA-2016-119823,CA-2016-106075,CA-2017-114440,US-2015-134026,US-2017-118038,US-2014-147606,CA-2016-127208,CA-2014-139451,CA-2015-149734,US-2017-119662,CA-2017-140088,CA-2017-155558,CA-2016-159695,CA-2016-109806,CA-2015-149587,US-2017-109484,CA-2017-161018,CA-2017-157833,CA-2016-149223,CA-2016-158568}
@attribute 'Order Date' {11/8/2016,6/12/2016,10/11/2015,6/9/2014,4/15/2017,12/5/2016,11/22/2015,11/11/2014,5/13/2014,8/27/2014,12/9/2016,7/16/2017,9/25/2015,1/16/2016,9/17/2015,10/19/2017,12/8/2016,12/27/2015,9/10/2017,7/17/2016,9/19/2017,3/11/2016,10/20/2014,6/20/2016,4/18/2015,12/11/2016,6/17/2016,11/24/2015,4/30/2015,12/5/2014,6/4/2016,9/18/2016,9/14/2017,4/26/2015,12/9/2017,11/26/2014,10/12/2014,9/3/2015,11/13/2017,5/28/2017,10/26/2017,4/5/2016,9/17/2016,1/31/2015,11/6/2017,11/9/2017,6/17/2017,9/6/2016,8/29/2016}
@attribute 'Ship Date' {11/11/2016,6/16/2016,10/18/2015,6/14/2014,4/20/2017,12/10/2016,11/26/2015,11/18/2014,5/15/2014,9/1/2014,12/13/2016,7/18/2017,9/30/2015,1/20/2016,9/21/2015,10/23/2017,12/31/2015,9/15/2017,7/22/2016,9/23/2017,3/13/2016,10/25/2014,6/25/2016,4/22/2015,12/17/2016,6/18/2016,11/30/2015,5/5/2015,12/10/2014,6/6/2016,9/23/2016,9/17/2017,5/2/2015,12/11/2017,12/1/2014,6/15/2016,10/16/2014,9/8/2015,11/16/2017,5/30/2017,11/2/2017,4/10/2016,9/22/2016,2/5/2015,11/12/2017,11/11/2017,6/20/2017,9/11/2016,9/2/2016}
@attribute 'Ship Mode' {'Second Class','Standard Class','First Class'}
@attribute 'Customer ID' {CG-12520,DV-13045,SO-20335,BH-11710,AA-10480,IM-15070,HP-14815,PK-19075,AG-10270,ZD-21925,KB-16585,SF-20065,EB-13870,EH-13945,TB-21520,MA-17560,GH-14485,SN-20710,LC-16930,RA-19885,ES-14080,ON-18715,PO-18865,LH-16900,DP-13000,JM-15265,TB-21055,KM-16720,PS-18970,BS-11590,KD-16270,HM-14980,JE-15745,KB-16600,SC-20770,DN-13690,JC-16105,CS-12400,PG-18895,GM-14455,JS-15685,KB-16315,RB-19705,PN-18775,KD-16345,ER-13855,RB-19465}
@attribute 'Customer Name' {'Claire Gute','Darrin Van Huff','Sean O\'Donnell','Brosina Hoffman','Andrew Allen','Irene Maddox','Harold Pawlan','Pete Kriz','Alejandro Grove','Zuschuss Donatelli','Ken Black','Sandra Flanagan','Emily Burns','Eric Hoffmann','Tracy Blumstein','Matt Abelman','Gene Hale','Steve Nguyen','Linda Cazamias','Ruben Ausman','Erin Smith','Odella Nelson','Patrick O\'Donnell','Lena Hernandez','Darren Powers','Janet Molinari','Ted Butterfield','Kunst Miller','Paul Stevenson','Brendan Sweed','Karen Daniels','Henry MacAllister','Joel Eaton','Ken Brennan','Stewart Carmichael','Duane Noonan','Julie Creighton','Christopher Schild','Paul Gonzalez','Gary Mitchum','Jim Sink','Karl Braun','Roger Barcio','Parhena Norris','Katherine Ducich','Elpida Rittenbach','Rick Bensley'}
@attribute Segment {Consumer,Corporate,'Home Office'}
@attribute Country {'United States'}
@attribute City {Henderson,'Los Angeles','Fort Lauderdale',Concord,Seattle,'Fort Worth',Madison,'West Jordan','San Francisco',Fremont,Philadelphia,Orem,Houston,Richardson,Naperville,Melbourne,Eagan,Westland,Dover,'New Albany','New York City',Troy,Chicago,Gilbert,Springfield,Jackson,Memphis,Decatur,Durham,Columbia,Rochester,Minneapolis,Portland,'Saint Paul'}
@attribute State {Kentucky,California,Florida,'North Carolina',Washington,Texas,Wisconsin,Utah,Nebraska,Pennsylvania,Illinois,Minnesota,Michigan,Delaware,Indiana,'New York',Arizona,Virginia,Tennessee,Alabama,'South Carolina',Oregon}
@attribute 'Postal Code' numeric
@attribute Region {South,West,Central,East}
@attribute 'Product ID' {FUR-BO-10001798,FUR-CH-10000454,OFF-LA-10000240,FUR-TA-10000577,OFF-ST-10000760,FUR-FU-10001487,OFF-AR-10002833,TEC-PH-10002275,OFF-BI-10003910,OFF-AP-10002892,FUR-TA-10001539,TEC-PH-10002033,OFF-PA-10002365,OFF-BI-10003656,OFF-AP-10002311,OFF-BI-10000756,OFF-ST-10004186,OFF-ST-10000107,OFF-AR-10003056,TEC-PH-10001949,OFF-BI-10002215,OFF-AR-10000246,OFF-AP-10001492,FUR-CH-10002774,OFF-BI-10001634,TEC-AC-10003027,FUR-BO-10004834,OFF-BI-10000474,FUR-FU-10004848,OFF-EN-10001509,OFF-AR-10004042,OFF-BI-10001525,OFF-AR-10001683,OFF-PA-10000249,TEC-PH-10004977,FUR-FU-10003664,OFF-EN-10002986,FUR-BO-10002545,FUR-CH-10004218,TEC-PH-10000486,TEC-PH-10004093,OFF-ST-10003479,OFF-ST-10003282,TEC-AC-10000171,OFF-BI-10003291,OFF-ST-10001713,TEC-AC-10002167,TEC-PH-10003988,OFF-BI-10004410,OFF-LA-10002762,FUR-FU-10001706,FUR-CH-10003061,OFF-FA-10000304,TEC-PH-10002447,OFF-ST-10000604,OFF-PA-10001569,FUR-CH-10003968,OFF-PA-10000587,OFF-BI-10001460,OFF-AR-10001868,TEC-AC-10004633,OFF-BI-10001078,OFF-PA-10003892,FUR-FU-10000397,FUR-CH-10001146,OFF-AR-10002671,TEC-PH-10002726,OFF-PA-10000482,OFF-BI-10004654,OFF-PA-10004675,FUR-CH-10000513,FUR-FU-10003708,OFF-ST-10004123,OFF-BI-10004182,FUR-FU-10000260,OFF-ST-10000615,FUR-FU-10003194,OFF-AP-10002118,OFF-BI-10002309,OFF-AR-10002053,OFF-ST-10002370,OFF-EN-10000927,OFF-ST-10003656,FUR-CH-10000863,TEC-AC-10001998,OFF-LA-10000134,OFF-ST-10003442,OFF-AR-10004930,OFF-PA-10000304,OFF-PA-10003177,FUR-FU-10003799,OFF-BI-10002852,OFF-BI-10004738,FUR-FU-10000629,OFF-BI-10001721,OFF-AP-10000358,OFF-PA-10003256}
@attribute Category {Furniture,'Office Supplies',Technology}
@attribute Sub-Category {Bookcases,Chairs,Labels,Tables,Storage,Furnishings,Art,Phones,Binders,Appliances,Paper,Accessories,Envelopes,Fasteners}
@attribute 'Product Name' {'Bush Somerset Collection Bookcase','Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back','Self-Adhesive Address Labels for Typewriters by Universal','Bretford CR4500 Series Slim Rectangular Table','Eldon Fold \'N Roll Cart System','Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood','Newell 322','Mitel 5320 IP Phone VoIP phone','DXL Angle-View Binders with Locking Rings by Samsill','Belkin F5C206VTEL 6 Outlet Surge','Chromcraft Rectangular Conference Tables','Konftel 250 Conference�phone�- Charcoal black','Xerox 1967','Fellowes PB200 Plastic Comb Binding Machine','Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter','Storex DuraTech Recycled Plastic Frosted Binders','Stur-D-Stor Shelving, Vertical 5-Shelf: 72 H x 36 W x 18 1/2 D','Fellowes Super Stor/Drawer','Newell 341','Cisco SPA 501G IP Phone','Wilson Jones Hanging View Binder, White, 1','Newell 318','Acco Six-Outlet Power Strip, 4\' Cord Length','Global Deluxe Stacking Chair, Gray','Wilson Jones Active Use Binders','Imation�8GB Mini TravelDrive USB 2.0�Flash Drive','Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish','Avery Recycled Flexi-View Covers for Binding Systems','Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock','Poly String Tie Envelopes','BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain','Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Executive Red','Lumber Crayons','Easy-staple paper','GE 30524EE4','Electrix Architect\'s Clamp-On Swing Arm Lamp, Black','#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes','Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors','Global Fabric Manager\'s Chair, Dark Gray','Plantronics HL10 Handset Lifter','Panasonic Kx-TS550','Eldon Base for stackable storage shelf, platinum','Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers','Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack','Wilson Jones Leather-Like Binders with DublLock Round Rings','Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black','LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite','C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack','Avery 485','Longer-Life Soft White Bulbs','Global Leather Task Chair, Black','Advantus Push Pins','AT&T CL83451 4-Handset Telephone','Home/Office Personal File Carts','Xerox 232','Novimex Turbo Task Chair','Array Parchment Paper, Assorted Colors','Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive','Plastic Binding Combs','Prang Dustless Chalk Sticks','Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack','Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8 X 11','Xerox 1943','Luxo Economy Swing Arm Lamp','Global Value Mid-Back Manager\'s Chair, Gray','Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige','netTALK DUO VoIP Telephone Service','Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate','Avery Binding System Hidden Tab Executive Style Index Sets','Telephone Message Books with Fax/Mobile Section, 5 1/2 x 3 3/16','High-Back Leather Manager\'s Chair','Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36 x 48','Safco Industrial Wire Shelving System','Economy Binders','6 Cubicle Wall Clock, Black','SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h','Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak','1.7 Cubic Foot Compact Cube Office Refrigerators','Avery Heavy-Duty EZD  Binder With Locking Rings','Premium Writing Pencils, Soft, #2 by Central Association for the Blind','Sortfiler Multipurpose Personal File Organizer, Black','Jet-Pak Recycled Peel \'N\' Seal Padded Mailers','Safco Industrial Wire Shelving','Novimex Swivel Fabric Task Chair','Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired','Avery 511','Eldon Portable Mobile Manager','Turquoise Lead Holder with Pocket Clip','Xerox 1995','Xerox 1999','Seth Thomas 13 1/2 Wall Clock','Ibico Standard Transparent Covers','Flexible Leather- Look Classic Collection Ring Binder','9-3/4 Diameter Round Wall Clock','Trimflex Flexible Post Binders','Fellowes Basic Home/Office Series Surge Protectors','Avery Personal Creations Heavyweight Cards'}
@attribute Sales numeric
@attribute Quantity numeric
@attribute Discount numeric
@attribute Profit numeric

@data
44,CA-2017-139619,9/19/2017,9/23/2017,'Standard Class',ES-14080,'Erin Smith',Corporate,'United States',Melbourne,Florida,32935,South,OFF-ST-10003282,'Office Supplies',Storage,'Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers',95.616,2,0.2,9.5616
45,CA-2016-118255,3/11/2016,3/13/2016,'First Class',ON-18715,'Odella Nelson',Corporate,'United States',Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,'Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack',45.98,2,0,19.7714
46,CA-2016-118255,3/11/2016,3/13/2016,'First Class',ON-18715,'Odella Nelson',Corporate,'United States',Eagan,Minnesota,55122,Central,OFF-BI-10003291,'Office Supplies',Binders,'Wilson Jones Leather-Like Binders with DublLock Round Rings',17.46,2,0,8.2062
47,CA-2014-146703,10/20/2014,10/25/2014,'Second Class',PO-18865,'Patrick O\'Donnell',Consumer,'United States',Westland,Michigan,48185,Central,OFF-ST-10001713,'Office Supplies',Storage,'Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black',211.96,4,0,8.4784
48,CA-2016-169194,6/20/2016,6/25/2016,'Standard Class',LH-16900,'Lena Hernandez',Consumer,'United States',Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,'Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock',45,3,0,4.95
49,CA-2016-169194,6/20/2016,6/25/2016,'Standard Class',LH-16900,'Lena Hernandez',Consumer,'United States',Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,'LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite',21.8,2,0,6.104
50,CA-2015-115742,4/18/2015,4/22/2015,'Standard Class',DP-13000,'Darren Powers',Consumer,'United States','New Albany',Indiana,47150,Central,OFF-BI-10004410,'Office Supplies',Binders,'C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack',38.22,6,0,17.9634
51,CA-2015-115742,4/18/2015,4/22/2015,'Standard Class',DP-13000,'Darren Powers',Consumer,'United States','New Albany',Indiana,47150,Central,OFF-LA-10002762,'Office Supplies',Labels,'Avery 485',75.18,6,0,35.3346
52,CA-2015-115742,4/18/2015,4/22/2015,'Standard Class',DP-13000,'Darren Powers',Consumer,'United States','New Albany',Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,'Longer-Life Soft White Bulbs',6.16,2,0,2.9568
53,CA-2015-115742,4/18/2015,4/22/2015,'Standard Class',DP-13000,'Darren Powers',Consumer,'United States','New Albany',Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,'Global Leather Task Chair, Black',89.99,1,0,17.0981
54,CA-2016-105816,12/11/2016,12/17/2016,'Standard Class',JM-15265,'Janet Molinari',Corporate,'United States','New York City','New York',10024,East,OFF-FA-10000304,'Office Supplies',Fasteners,'Advantus Push Pins',15.26,7,0,6.2566
55,CA-2016-105816,12/11/2016,12/17/2016,'Standard Class',JM-15265,'Janet Molinari',Corporate,'United States','New York City','New York',10024,East,TEC-PH-10002447,Technology,Phones,'AT&T CL83451 4-Handset Telephone',1029.95,5,0,298.6855
56,CA-2016-111682,6/17/2016,6/18/2016,'First Class',TB-21055,'Ted Butterfield',Consumer,'United States',Troy,'New York',12180,East,OFF-ST-10000604,'Office Supplies',Storage,'Home/Office Personal File Carts',208.56,6,0,52.14
57,CA-2016-111682,6/17/2016,6/18/2016,'First Class',TB-21055,'Ted Butterfield',Consumer,'United States',Troy,'New York',12180,East,OFF-PA-10001569,'Office Supplies',Paper,'Xerox 232',32.4,5,0,15.552
58,CA-2016-111682,6/17/2016,6/18/2016,'First Class',TB-21055,'Ted Butterfield',Consumer,'United States',Troy,'New York',12180,East,FUR-CH-10003968,Furniture,Chairs,'Novimex Turbo Task Chair',319.41,5,0.1,7.098
59,CA-2016-111682,6/17/2016,6/18/2016,'First Class',TB-21055,'Ted Butterfield',Consumer,'United States',Troy,'New York',12180,East,OFF-PA-10000587,'Office Supplies',Paper,'Array Parchment Paper, Assorted Colors',14.56,2,0,6.9888
60,CA-2016-111682,6/17/2016,6/18/2016,'First Class',TB-21055,'Ted Butterfield',Consumer,'United States',Troy,'New York',12180,East,TEC-AC-10002167,Technology,Accessories,'Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive',30,2,0,3.3
61,CA-2016-111682,6/17/2016,6/18/2016,'First Class',TB-21055,'Ted Butterfield',Consumer,'United States',Troy,'New York',12180,East,OFF-BI-10001460,'Office Supplies',Binders,'Plastic Binding Combs',48.48,4,0.2,16.362
62,CA-2016-111682,6/17/2016,6/18/2016,'First Class',TB-21055,'Ted Butterfield',Consumer,'United States',Troy,'New York',12180,East,OFF-AR-10001868,'Office Supplies',Art,'Prang Dustless Chalk Sticks',1.68,1,0,0.84
63,CA-2015-135545,11/24/2015,11/30/2015,'Standard Class',KM-16720,'Kunst Miller',Consumer,'United States','Los Angeles',California,90004,West,TEC-AC-10004633,Technology,Accessories,'Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack',13.98,2,0,6.1512
64,CA-2015-135545,11/24/2015,11/30/2015,'Standard Class',KM-16720,'Kunst Miller',Consumer,'United States','Los Angeles',California,90004,West,OFF-BI-10001078,'Office Supplies',Binders,'Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8 X 11',25.824,6,0.2,9.3612
65,CA-2015-135545,11/24/2015,11/30/2015,'Standard Class',KM-16720,'Kunst Miller',Consumer,'United States','Los Angeles',California,90004,West,OFF-PA-10003892,'Office Supplies',Paper,'Xerox 1943',146.73,3,0,68.9631
66,CA-2015-135545,11/24/2015,11/30/2015,'Standard Class',KM-16720,'Kunst Miller',Consumer,'United States','Los Angeles',California,90004,West,FUR-FU-10000397,Furniture,Furnishings,'Luxo Economy Swing Arm Lamp',79.76,4,0,22.3328
67,US-2015-164175,4/30/2015,5/5/2015,'Standard Class',PS-18970,'Paul Stevenson','Home Office','United States',Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,'Global Value Mid-Back Manager\'s Chair, Gray',213.115,5,0.3,-15.2225
68,CA-2014-106376,12/5/2014,12/10/2014,'Standard Class',BS-11590,'Brendan Sweed',Corporate,'United States',Gilbert,Arizona,85234,West,OFF-AR-10002671,'Office Supplies',Art,'Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige',1113.024,8,0.2,111.3024
69,CA-2014-106376,12/5/2014,12/10/2014,'Standard Class',BS-11590,'Brendan Sweed',Corporate,'United States',Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,'netTALK DUO VoIP Telephone Service',167.968,4,0.2,62.988
70,CA-2016-119823,6/4/2016,6/6/2016,'First Class',KD-16270,'Karen Daniels',Consumer,'United States',Springfield,Virginia,22153,South,OFF-PA-10000482,'Office Supplies',Paper,'Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate',75.88,2,0,35.6636
71,CA-2016-106075,9/18/2016,9/23/2016,'Standard Class',HM-14980,'Henry MacAllister',Consumer,'United States','New York City','New York',10009,East,OFF-BI-10004654,'Office Supplies',Binders,'Avery Binding System Hidden Tab Executive Style Index Sets',4.616,1,0.2,1.731
72,CA-2017-114440,9/14/2017,9/17/2017,'Second Class',TB-21520,'Tracy Blumstein',Consumer,'United States',Jackson,Michigan,49201,Central,OFF-PA-10004675,'Office Supplies',Paper,'Telephone Message Books with Fax/Mobile Section, 5 1/2 x 3 3/16',19.05,3,0,8.763
73,US-2015-134026,4/26/2015,5/2/2015,'Standard Class',JE-15745,'Joel Eaton',Consumer,'United States',Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,'High-Back Leather Manager\'s Chair',831.936,8,0.2,-114.3912
74,US-2015-134026,4/26/2015,5/2/2015,'Standard Class',JE-15745,'Joel Eaton',Consumer,'United States',Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,'Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36 x 48',97.04,2,0.2,1.213
75,US-2015-134026,4/26/2015,5/2/2015,'Standard Class',JE-15745,'Joel Eaton',Consumer,'United States',Memphis,Tennessee,38109,South,OFF-ST-10004123,'Office Supplies',Storage,'Safco Industrial Wire Shelving System',72.784,1,0.2,-18.196
76,US-2017-118038,12/9/2017,12/11/2017,'First Class',KB-16600,'Ken Brennan',Corporate,'United States',Houston,Texas,77041,Central,OFF-BI-10004182,'Office Supplies',Binders,'Economy Binders',1.248,3,0.8,-1.9344
77,US-2017-118038,12/9/2017,12/11/2017,'First Class',KB-16600,'Ken Brennan',Corporate,'United States',Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,'6 Cubicle Wall Clock, Black',9.708,3,0.6,-5.8248
78,US-2017-118038,12/9/2017,12/11/2017,'First Class',KB-16600,'Ken Brennan',Corporate,'United States',Houston,Texas,77041,Central,OFF-ST-10000615,'Office Supplies',Storage,'SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h',27.24,3,0.2,2.724
79,US-2014-147606,11/26/2014,12/1/2014,'Second Class',JE-15745,'Joel Eaton',Consumer,'United States',Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,'Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak',19.3,5,0.6,-14.475
80,CA-2016-127208,6/12/2016,6/15/2016,'First Class',SC-20770,'Stewart Carmichael',Corporate,'United States',Decatur,Alabama,35601,South,OFF-AP-10002118,'Office Supplies',Appliances,'1.7 Cubic Foot Compact Cube Office Refrigerators',208.16,1,0,56.2032
81,CA-2016-127208,6/12/2016,6/15/2016,'First Class',SC-20770,'Stewart Carmichael',Corporate,'United States',Decatur,Alabama,35601,South,OFF-BI-10002309,'Office Supplies',Binders,'Avery Heavy-Duty EZD  Binder With Locking Rings',16.74,3,0,8.0352
82,CA-2014-139451,10/12/2014,10/16/2014,'Standard Class',DN-13690,'Duane Noonan',Consumer,'United States','San Francisco',California,94122,West,OFF-AR-10002053,'Office Supplies',Art,'Premium Writing Pencils, Soft, #2 by Central Association for the Blind',14.9,5,0,4.172
83,CA-2014-139451,10/12/2014,10/16/2014,'Standard Class',DN-13690,'Duane Noonan',Consumer,'United States','San Francisco',California,94122,West,OFF-ST-10002370,'Office Supplies',Storage,'Sortfiler Multipurpose Personal File Organizer, Black',21.39,1,0,6.2031
84,CA-2015-149734,9/3/2015,9/8/2015,'Standard Class',JC-16105,'Julie Creighton',Corporate,'United States',Durham,'North Carolina',27707,South,OFF-EN-10000927,'Office Supplies',Envelopes,'Jet-Pak Recycled Peel \'N\' Seal Padded Mailers',200.984,7,0.2,62.8075
85,US-2017-119662,11/13/2017,11/16/2017,'First Class',CS-12400,'Christopher Schild','Home Office','United States',Chicago,Illinois,60623,Central,OFF-ST-10003656,'Office Supplies',Storage,'Safco Industrial Wire Shelving',230.376,3,0.2,-48.9549
86,CA-2017-140088,5/28/2017,5/30/2017,'Second Class',PO-18865,'Patrick O\'Donnell',Consumer,'United States',Columbia,'South Carolina',29203,South,FUR-CH-10000863,Furniture,Chairs,'Novimex Swivel Fabric Task Chair',301.96,2,0,33.2156
87,CA-2017-155558,10/26/2017,11/2/2017,'Standard Class',PG-18895,'Paul Gonzalez',Consumer,'United States',Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,'Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired',19.99,1,0,6.7966
88,CA-2017-155558,10/26/2017,11/2/2017,'Standard Class',PG-18895,'Paul Gonzalez',Consumer,'United States',Rochester,Minnesota,55901,Central,OFF-LA-10000134,'Office Supplies',Labels,'Avery 511',6.16,2,0,2.9568
89,CA-2016-159695,4/5/2016,4/10/2016,'Second Class',GM-14455,'Gary Mitchum','Home Office','United States',Houston,Texas,77095,Central,OFF-ST-10003442,'Office Supplies',Storage,'Eldon Portable Mobile Manager',158.368,7,0.2,13.8572
90,CA-2016-109806,9/17/2016,9/22/2016,'Standard Class',JS-15685,'Jim Sink',Corporate,'United States','Los Angeles',California,90036,West,OFF-AR-10004930,'Office Supplies',Art,'Turquoise Lead Holder with Pocket Clip',20.1,3,0,6.633
91,CA-2016-109806,9/17/2016,9/22/2016,'Standard Class',JS-15685,'Jim Sink',Corporate,'United States','Los Angeles',California,90036,West,TEC-PH-10004093,Technology,Phones,'Panasonic Kx-TS550',73.584,2,0.2,8.2782
92,CA-2016-109806,9/17/2016,9/22/2016,'Standard Class',JS-15685,'Jim Sink',Corporate,'United States','Los Angeles',California,90036,West,OFF-PA-10000304,'Office Supplies',Paper,'Xerox 1995',6.48,1,0,3.1104
93,CA-2015-149587,1/31/2015,2/5/2015,'Second Class',KB-16315,'Karl Braun',Consumer,'United States',Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,'Office Supplies',Paper,'Xerox 1999',12.96,2,0,6.2208
94,CA-2015-149587,1/31/2015,2/5/2015,'Second Class',KB-16315,'Karl Braun',Consumer,'United States',Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,'Seth Thomas 13 1/2 Wall Clock',53.34,3,0,16.5354
95,CA-2015-149587,1/31/2015,2/5/2015,'Second Class',KB-16315,'Karl Braun',Consumer,'United States',Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,'Office Supplies',Binders,'Ibico Standard Transparent Covers',32.96,2,0,16.1504
96,US-2017-109484,11/6/2017,11/12/2017,'Standard Class',RB-19705,'Roger Barcio','Home Office','United States',Portland,Oregon,97206,West,OFF-BI-10004738,'Office Supplies',Binders,'Flexible Leather- Look Classic Collection Ring Binder',5.682,1,0.7,-3.788
97,CA-2017-161018,11/9/2017,11/11/2017,'Second Class',PN-18775,'Parhena Norris','Home Office','United States','New York City','New York',10009,East,FUR-FU-10000629,Furniture,Furnishings,'9-3/4 Diameter Round Wall Clock',96.53,7,0,40.5426
98,CA-2017-157833,6/17/2017,6/20/2017,'First Class',KD-16345,'Katherine Ducich',Consumer,'United States','San Francisco',California,94122,West,OFF-BI-10001721,'Office Supplies',Binders,'Trimflex Flexible Post Binders',51.312,3,0.2,17.9592
99,CA-2016-149223,9/6/2016,9/11/2016,'Standard Class',ER-13855,'Elpida Rittenbach',Corporate,'United States','Saint Paul',Minnesota,55106,Central,OFF-AP-10000358,'Office Supplies',Appliances,'Fellowes Basic Home/Office Series Surge Protectors',77.88,6,0,22.5852
100,CA-2016-158568,8/29/2016,9/2/2016,'Standard Class',RB-19465,'Rick Bensley','Home Office','United States',Chicago,Illinois,60610,Central,OFF-PA-10003256,'Office Supplies',Paper,'Avery Personal Creations Heavyweight Cards',64.624,7,0.2,22.6184
